Track,Artist,Album Name,Release Date,ISRC,Spotify Streams,Spotify Popularity,Spotify Playlist Count,All Time Rank,Track Score,
High Hopes,Panic! At The Disco,High Hopes On Saturday Night,5/23/2018,USAT21801174,1602076880.0,75.0,"207,598",678,58.7,
Memory Reboot,Vï¿½,Memory Reboot,1/13/2023,QM4TW2307105,168087455.0,71.0,"33,442",679,58.6,
Side To Side,Ariana Grande,Dangerous Woman,4/1/2016,USUM71602107,1427792654.0,70.0,"120,921",680,58.6,
Last Night,Morgan Wallen,3 Songs At A Time Sampler,1/31/2023,USUG12300831,922010059.0,50.0,"5,52",681,58.6,
Build a Bitch,Bella Poarch,Build a Bitch,5/14/2021,USWB12101016,452542081.0,63.0,"81,642",682,58.5,
"Natanael Cano: Bzrp Music Sessions, Vol. 59",Bizarrap,"Natanael Cano: Bzrp Music Sessions, Vol. 59",4/2/2024,UYB282401007,126619484.0,79.0,"6,242",683,58.4,
400 Degreez,JUVENILE,400 Degreez (Deluxe Edition),3/29/2024,USCM52400062,11610247.0,,2,687,58.3,
Y LLORO,Junior H,$AD BOYZ 4 LIFE II,10/5/2023,QZ9QQ2300724,363816146.0,80.0,"16,161",685,58.3,
Streets,Doja Cat,Hot Pink,11/7/2019,USRC11903460,1056939084.0,75.0,"154,003",686,58.3,
How We Roll,Ciara,How We Roll,8/4/2023,QZS7J2357291,36007719.0,53.0,"11,757",684,58.3,
"Satranga (From ""Animal"")",Arijit Singh,"Satranga (From ""Animal"") - Single",10/28/2023,INS182303075,214352397.0,76.0,"9,45",690,58.2,
My Universe,Coldplay,My Universe,9/24/2021,GBAYE2100952,1269607301.0,71.0,"124,247",688,58.2,
Peaches & Eggplants (feat. 21 Savage),Young Nudy,Peaches & Eggplants (feat. 21 Savage),2/27/2023,USRC12300570,157446814.0,64.0,"54,118",689,58.2,
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",10/8/2021,USRC12101071,248749251.0,61.0,"103,369",691,58.1,
Thinking Out Loud,Ed Sheeran,Piano Moods: 50 Songs,3/28/2017,ITD541500554,473328.0,7.0,17,693,58.0,
O Me Voy O Te Vas,Natanael Cano,O Me Voy O Te Vas,10/11/2023,QZ9QQ2300812,226233020.0,77.0,"14,009",692,58.0,
Punterï¿½,Shakira,Punterï¿½,3/21/2024,USQX92400523,44416140.0,,"3,482",697,57.9,
Girls Like You (feat. Cardi B),Maroon 5,Red Pill Blues (Deluxe),11/3/2017,USUM71805272,1650167380.0,66.0,"145,231",694,57.9,
Slime You Out (feat. SZA),Drake,Slime You Out,9/15/2023,USUG12306064,202169670.0,,"54,946",696,57.9,
Therefore I Am,Billie Eilish,Therefore I Am,11/12/2020,USUM72021500,805133547.0,67.0,"132,298",695,57.9,
Wish You The Best,Lewis Capaldi,Wish You The Best,4/14/2023,DEUM72206010,245513981.0,71.0,"37,111",701,57.8,
Stitches,Shawn Mendes,Stitches,2/10/2015,USUM71500658,1907768690.0,69.0,"170,905",700,57.8,
Back On 74,Jungle,Back On 74,7/28/2023,QM4TX2336316,212122034.0,80.0,"61,462",702,57.8,
"Welcome To Rosas - From ""Wish""",Ariana DeBose,"Welcome To Rosas (From ""Wish"")",11/1/2023,USWD12328240,12375503.0,,"1,146",699,57.8,
Por Mi Mexico (Remix),Lefty Sm,"Por Mi Mï¿½ï¿½xico (Remix) [feat. Dharius, C-Kan, MC Davo & Neto Peï¿½ï¿½a] ",8/25/2023,QM3DF2219446,98795736.0,67.0,"8,721",703,57.7,
THIS YEAR (Blessings),Victor Thompson,THIS YEAR (Blessings) (feat. Ehis 'D' Greatest) - Single,1/4/2023,QZFYY2339108,134208327.0,61.0,"45,328",705,57.7,
"Abrarï¿½ï¿½ï¿½s Entry | Jamal Kudu ""ANIMAL"")",Harshavardhan Rameshwar,"Abrarï¿½ï¿½ï¿½s Entry | Jamal Kudu ""ANIMAL"")",12/6/2023,INS182303500,56885072.0,,"4,639",704,57.7,
Fair Trade (with Travis Scott),Drake,Certified Lover Boy,9/3/2021,USUG12104402,819136167.0,75.0,"220,374",708,57.6,
Mayores,Becky G,Mayores,7/14/2017,USRC11701270,709559454.0,66.0,"66,677",709,57.6,
CHORRITO PA LAS ANIMAS,Feid,SIXDO,12/2/2022,USUM72222460,558560568.0,75.0,"61,36",707,57.6,
New Divide,Linkin Park,Papercuts,4/12/2024,USWB12400679,340239513.0,,161,706,57.6,
White Horse,Chris Stapleton,White Horse,7/21/2023,USUG12300484,155443055.0,68.0,"28,835",711,57.5,
Ojitos Rojos,Grupo Frontera,Ojitos Rojos - Single,7/21/2023,DGA062368509,221287566.0,70.0,"20,975",712,57.5,
La Morocha,Luck Ra,La Morocha,7/7/2023,CLPP22300045,161280933.0,66.0,"17,882",710,57.5,
Who Is Your Guy?,Spyro,Who Is Your Guy?,11/25/2022,QZW9L2260049,21236593.0,52.0,"6,366",714,57.4,
You Right,Doja Cat,You Right,6/24/2021,USRC12100544,831648193.0,72.0,"119,953",713,57.4,
AMG,Natanael Cano,AMG,11/24/2022,QZ9QQ2200105,674025091.0,70.0,"51,522",715,57.3,
Bandido,Myke Towers,Bandido,12/10/2020,QMFME2047291,700122551.0,68.0,"99,936",717,57.2,
Karma,JoJo Siwa,Karma,4/5/2024,USSM12401851,17310258.0,,"1,84",716,57.2,
El Gordo Trae El Mando,Chino Pacas,El Gordo Trae El Mando,1/27/2023,FR10S2386363,545234876.0,76.0,"38,598",720,57.1,
Ya No Tengo Tu Love,Sie7e,Origami,12/6/2023,QZHN22300206,4561175.0,,"1,911",718,57.1,
52 Gaj Ka Daman,Renuka Panwar,52 Gaj Ka Daman,10/2/2020,INV772001001,48929060.0,52.0,"4,295",719,57.1,
FTCU,Nicki Minaj,Pink Friday 2,12/8/2023,USUM72318679,167977668.0,,"24,101",722,57.0,
Go Crazy,Young Thug,Slime & B,5/5/2020,USRC12001468,699336080.0,68.0,"126,934",721,57.0,
La Jumpa,Arcï¿½ï¿½,La Jumpa,11/30/2022,QMDA72252608,716829483.0,68.0,"99,063",726,56.9,
I Don't Care,Boy Spyce,I Don't Care - Single,2/23/2024,NGA3B2318016,3475009.0,,328,723,56.9,
Roar,Katy Perry,2013 The Hottest,1/1/2013,USUM71308669,1156191242.0,73.0,"146,653",725,56.9,
No Guidance (feat. Drake),Chris Brown,No Guidance (feat. Drake),6/8/2019,USRC11901583,1030515485.0,70.0,"157,003",724,56.9,
34+35,Ariana Grande,Positions,10/30/2020,USUM72020423,978617707.0,70.0,"97,191",727,56.8,
Permission to Dance,BTS,Butter / Permission to Dance,7/9/2021,QMFME2102684,675763141.0,68.0,"43,682",728,56.8,
changes,XXXTENTACION,changes,3/2/2018,USUG11800211,1366479990.0,70.0,"171,651",729,56.8,
Tell Ur Girlfriend,Lay Bankz,Tell Ur Girlfriend,2/7/2024,QZZ4J2400019,167431139.0,90.0,"10,335",730,56.7,
SPIDER,GIMS,SPIDER,5/10/2024,FR8FB2407800,26972053.0,76.0,"3,364",731,56.6,
Sunday Best,Surfaces,Where the Light Is,8/28/2018,TCAEA1802695,952626904.0,16.0,"151,446",733,56.6,
Guli Mata,Saad Lamjarred,Guli Mata,7/12/2023,USA2P2331239,75152048.0,62.0,"8,54",734,56.6,
HOLA PERDIDA,Luck Ra,HOLA PERDIDA,1/5/2024,CLPP22300118,110573724.0,69.0,"10,663",732,56.6,
Better,Khalid,Better,9/14/2018,USRC11803179,1355539058.0,72.0,"108,485",736,56.5,
I Don't Care (with Justin Bieber),Ed Sheeran,I Don't Care (with Justin Bieber),5/10/2019,GBAHS1900672,1816356140.0,70.0,"156,748",735,56.5,
Substitution,Purple Disco Machine,Substitution,3/30/2023,DEE862300093,218035732.0,72.0,"36,861",737,56.4,
Automotivo Bibi Fogosa,Bibi Babydoll,Automotivo Bibi Fogosa,5/19/2023,QZMZ92361338,267867000.0,36.0,"47,406",739,56.4,
MERCHO,LiL CaKe,MERCHO,12/16/2022,ARF102200411,366462735.0,67.0,"52,345",738,56.4,
Bandook,Nirvair Pannu,Bandook,5/30/2020,FR96X2024977,40178056.0,54.0,"5,825",740,56.4,
Silence,Marshmello,Silence,8/11/2017,USRC11701901,1592440653.0,77.0,"188,349",741,56.3,
Miï¿½ï¿½n,TINI,Miï¿½ï¿½n,4/29/2021,USHR12141512,723722454.0,73.0,"79,67",742,56.3,
Trap Queen,Fetty Wap,Trap Queen,12/15/2014,QM7XC1400004,1182373720.0,70.0,"201,337",744,56.2,
Sign of the Times,Harry Styles,Sign of the Times,4/7/2017,USSM11703595,1532653504.0,76.0,"191,817",743,56.2,
METAMORPHOSIS,INTERWORLD,METAMORPHOSIS,11/25/2021,QZS642102633,624007138.0,76.0,"88,566",746,56.2,
Botella Tras Botella,Gera MX,Botella Tras Botella,4/23/2021,MXUM62100001,647496971.0,71.0,"72,494",747,56.2,
"Me, Myself & I",G-Eazy,"Me, Myself & I",10/14/2015,USRC11502210,1280838046.0,73.0,"174,312",745,56.2,
"Steal The Show - From ""Elemental""",Lauv,"Steal The Show (From ""Elemental"")",6/2/2023,USWD12326770,117717973.0,68.0,"20,157",749,56.1,
Lut Gaye,Jubin Nautiyal,Lut Gaye,2/17/2021,INS182100281,171856399.0,56.0,"16,697",751,56.1,
Piel,Tiago PZK,Piel,2/1/2024,USWL12400226,128833634.0,79.0,"6,815",748,56.1,
Pasoori,Shae Gill,Pasoori,2/6/2022,FR10S2289473,346971014.0,65.0,"37,94",750,56.1,
the boy is mine,Ariana Grande,eternal sunshine,3/8/2024,USUM72317268,175336290.0,80.0,"8,386",752,56.0,
When We Were Young (The Logical Song),David Guetta,When We Were Young (The Logical Song),11/10/2023,UKWLG2300117,158952262.0,3.0,"20,712",754,55.9,
Lay Low,Tiï¿½ï¿,Lay Low,1/6/2023,NLZ542202348,406141247.0,70.0,"67,235",756,55.9,
Bounce When She Walk,Ohboyprince,Bounce When She Walk,2/3/2023,QZFZ72321643,18637452.0,45.0,"6,915",753,55.9,
"Apna Bana Le (From ""Bhediya"")",Arijit Singh,"Apna Bana Le (From ""Bhediya"")",11/5/2022,INZ031411736,250599391.0,66.0,"19,757",757,55.8,
Hold My Hand,Lady Gaga,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",5/3/2022,USUM72206231,315680664.0,69.0,"50,632",759,55.7,
Big Energy,Latto,Big Energy - Single,9/24/2021,USRC12102454,324162855.0,61.0,"53,099",758,55.7,
Goodbyes (feat. Young Thug),Post Malone,Goodbyes (Feat. Young Thug),7/5/2019,USUM71912330,1263989128.0,72.0,"156,671",761,55.6,
Location,Khalid,Location,5/24/2016,TCACO1662934,1369299352.0,71.0,"169,37",760,55.6,
Italodisco,The Kolors,Italodisco,5/5/2023,ITQ002300342,142141861.0,67.0,"22,711",762,55.4,
Perfect Night,LE SSERAFIM,Perfect Night,10/27/2023,USA2P2349660,279667395.0,78.0,"23,583",763,55.4,
Vida de Rico,Camilo,Vida de Rico,9/21/2020,USSD12000388,568823269.0,64.0,"54,968",767,55.4,
Frï¿½ï¿½gil (feat. Grupo Front,Yahritza Y Su Esencia,Frï¿½ï¿½gil (feat. Grupo Front,4/7/2023,USQX92302369,432988420.0,67.0,"32,294",765,55.4,
In My Feelings,Drake,Scorpion,6/29/2018,USCM51800206,1389607643.0,68.0,"179,82",766,55.4,
You Broke My Heart,Drake,For All The Dogs Scary Hours Edition,10/6/2023,USUG12309646,123522254.0,,"26,849",764,55.4,
Attention,Charlie Puth,Attention,4/20/2017,USAT21700928,1800254516.0,75.0,"162,682",768,55.3,
Zhurek,Adam,Zhurek,10/6/2023,DGA0M2333309,8893883.0,,"1,745",770,55.3,
Let Me Down Slowly,Alec Benjamin,Let Me Down Slowly,5/25/2018,USAT21802284,1709991997.0,80.0,"187,053",769,55.3,
In The End,Tommee Profitt,In the End,4/6/2018,TCADO1871408,85068645.0,52.0,"23,747",771,55.2,
Took Her To The O,King Von,Took Her To The O,2/21/2020,USUYG1296663,497832707.0,74.0,"156,669",772,55.1,
Boyfriend,Dove Cameron,Boyfriend,2/11/2022,USQX92200693,637836235.0,68.0,"96,878",774,55.1,
Orquestra Maldita,TRASHXRL,Orquestra Maldita,6/15/2023,SGW502301764,119445482.0,14.0,"16,844",773,55.1,
Sucker,Jonas Brothers,Sucker,3/1/2019,USUG11900515,1411856834.0,73.0,"128,28",775,55.0,
Alone,Marshmello,Alone,5/13/2016,CA6D21600147,561103984.0,65.0,"80,971",776,55.0,
Pareja Del Aï¿½,Sebastian Yatra,Pareja Del Aï¿½,4/16/2021,USUM72104664,817933263.0,70.0,"104,636",779,54.9,
PAINTING PICTURES,Superstar Pride,5LBS OF PRESSURE,10/20/2022,QZNMX2257577,193109326.0,8.0,"76,047",777,54.9,
GOOBA,6ix9ine,GOOBA,5/8/2020,QZA742002191,472027271.0,2.0,"97,766",780,54.8,
vampire,Olivia Rodrigo,vampire,6/30/2023,USUG12305004,997536616.0,1.0,"5,268",781,54.8,
THE DINER,Billie Eilish,HIT ME HARD AND SOFT,5/17/2024,USUM72401989,66101468.0,84.0,"3,693",790,54.7,
6 In the Morning (feat. Nate Dogg),Flex (UK),6 In the Morning (feat. Nate Dogg) - Single,5/17/2024,GBARL2400669,4505404.0,64.0,"1,248",785,54.7,
Light Switch,Charlie Puth,Light Switch (Instrumental),1/19/2022,USAT22107359,593554969.0,67.0,"84,288",782,54.7,
"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [HINDI]",Mika Singh,"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [HINDI]",5/1/2024,INS182401375,1852457.0,,79,783,54.7,
On Me,Lil Baby,On Me,12/4/2020,USUG12004399,368017246.0,67.0,"105,732",788,54.7,
when the party's over,Billie Eilish,when the party's over,10/17/2018,USUM71815958,1845938685.0,79.0,"186,633",787,54.7,
Love The Way You Lie,Eminem,538 Hitzone 55,1/1/2010,USUM71015397,1532052160.0,79.0,"236,943",784,54.7,
Party,Bad Bunny,Un Verano Sin Ti,5/6/2022,QM6MZ2214885,725076772.0,72.0,"83,311",789,54.7,
Make You Mine,Madison Beer,Make You Mine,2/9/2024,USSM12400758,127909006.0,,"13,354",786,54.7,
Freaks,Surf Curse,Freaks,5/15/2021,USAT22102269,1089328286.0,77.0,"200,016",791,54.6,
In Da Getto,J Balvin,In Da Getto,7/2/2021,QZM5U2100095,484375103.0,61.0,"133,279",792,54.6,
Chale,Eden Muï¿½ï,Chale - Single,2/18/2022,MXB952200017,414104069.0,67.0,"33,044",794,54.5,
Try That In A Small Town,Jason Aldean,Try That In A Small Town,5/19/2023,QMRSZ2300454,66418201.0,37.0,"20,547",793,54.5,
Tarot,Bad Bunny,Un Verano Sin Ti,5/6/2022,QM6MZ2214881,742515730.0,73.0,"93,128",796,54.3,
Mas Existe um Lugar,Kaio Viana,Mas Existe um Lugar - Single,3/23/2023,SGB502340678,24963236.0,48.0,"5,624",795,54.3,
TEXAS HOLD 'EM,Beyoncï¿,TEXAS HOLD 'EM,2/9/2024,USSM12401303,425058273.0,,"2,563",798,54.3,
Petit gï¿½ï¿,Jungeli,Petit gï¿½ï¿,8/4/2023,QMBZ92393247,159181956.0,74.0,"29,011",797,54.3,
Bura Na Mano Holi Hai,Shaan,Bura Na Mano Holi Hai,2/4/2023,ING642301070,125047.0,14.0,6,801,54.2,
ýýý,Ado,Show - Single,9/6/2023,JPPO02302806,114381380.0,67.0,"15,725",800,54.2,
Breaking the Habit,Linkin Park,Papercuts,4/12/2024,USWB12401898,428629823.0,,2,802,54.2,
Work,Rihanna,ANTI (Deluxe),1/28/2016,QM5FT1600116,1399521364.0,73.0,"144,823",799,54.2,
Normal,Feid,Normal,7/8/2022,USUM72211935,724772954.0,76.0,"76,821",804,54.1,
LALALALA,Stray Kids,ROCK-STAR,11/10/2023,US5TA2300151,154592041.0,,"10,814",803,54.1,
Sum 2 Prove,Lil Baby,Sum 2 Prove,1/10/2020,USUG11902886,444934033.0,66.0,"141,088",807,54.0,
Lottery (Renegade),K CAMP,Lottery,4/1/2019,USUYG1247701,173526912.0,46.0,"28,272",808,54.0,
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,All Your Fault: Pt. 2,8/11/2017,USWB11701181,1382191196.0,66.0,"119,969",805,54.0,
Good Days,SZA,Good Days,12/25/2020,USRC12004189,1105805922.0,77.0,"164,541",806,54.0,
Leave Before You Love Me (with Jonas Brothers),Marshmello,Summer 2021,4/28/2021,USUG12102313,844630935.0,74.0,"94,185",810,53.9,
Youngblood,5 Seconds of Summer,Youngblood,4/12/2018,GBUM71800366,1790579305.0,76.0,"180,069",811,53.9,
Sweater Weather,The Neighbourhood,I'm Sorry...,1/1/2012,USSM11300080,2916412507.0,85.0,"415,65",809,53.9,
Merayu Tuhan,Tri Suaka,Merayu Tuhan,8/15/2023,QZYFZ2347514,8517888.0,43.0,506,813,53.8,
If We Being Rï¿½ï,Yeat,2093,2/16/2024,USUM72401643,92517121.0,80.0,"10,195",812,53.8,
Can We Kiss Forever?,Kina,Can We Kiss Forever?,8/31/2018,USSM11914456,634493511.0,66.0,"89,559",815,53.7,
Felices los 4,Maluma,Felices los 4,4/21/2017,USSD11700134,932817713.0,68.0,"73,487",814,53.7,
Relaciï¿½,Sech,Relaciï¿½,4/2/2020,QM9WM2000013,468900803.0,60.0,"62,75",821,53.6,
ELOVRGA,Alex Favela,Elovrga - Single,8/18/2023,QZNFJ2303104,333899135.0,75.0,"24,862",819,53.6,
Party Girl,StaySolidRocky,Party Girl,4/21/2020,USSM12002247,730440576.0,67.0,"115,574",816,53.6,
I Feel It Coming,The Weeknd,I Feel It Coming,11/17/2016,USUG11601012,1749088490.0,72.0,"193,568",817,53.6,
Get In With Me,Bossman Dlow,Get In With Me - Single,1/19/2024,USQX92400087,39401314.0,,"7,442",818,53.6,
Agua (with J Balvin),Tainy,"Agua (with J Balvin) [Music From ""Sponge On The Run"" Movie]",7/9/2020,USUM72013642,391856304.0,58.0,"68,311",822,53.5,
Human,Rag'n'Bone Man,Human,7/21/2016,GBARL1600665,1013083048.0,74.0,"170,367",824,53.4,
We Still Don't Trust You,Future,WE STILL DON'T TRUST YOU,4/12/2024,USSM12403111,64193671.0,,"9,077",823,53.4,
snowfall,ýýneheart,Snowfall - Single,1/14/2022,QM3DF2191341,652949750.0,79.0,"72,344",828,53.3,
First Love,Oscar Maydon,First Love - Single,12/7/2023,QZJJE2390614,230291754.0,78.0,"11,519",825,53.3,
La_Original.mp3,Emilia,La_Original.mp3,11/2/2023,USSD12300584,184441175.0,73.0,"17,845",829,53.3,
OA,Anuel AA,OA,10/13/2023,QZ7B82300076,178950943.0,80.0,"29,895",827,53.3,
Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Os Quebradeiras,Pagodï¿½ï¿½o do Birimbola (Tchubirabi,11/11/2022,BCO3K2200121,54513960.0,52.0,"13,089",830,53.3,
Ice Cream (with Selena Gomez),BLACKPINK,Ice Cream (with Selena Gomez),8/28/2020,KRA402000131,574505748.0,58.0,"47,463",826,53.3,
Deja Vu,TOMORROW X TOGETHER,minisode 3: TOMORROW,4/1/2024,USA2P2408081,75894056.0,84.0,"2,524",832,53.2,
one of wun,Gunna,One of Wun,5/10/2024,USAT22403437,58469975.0,82.0,"7,073",831,53.2,
Thank You (Not So Bad),Dimitri Vegas & Like Mike,Thank You (Not So Bad),12/1/2023,GBARL2301712,200151839.0,82.0,"32,776",838,53.1,
Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,Watch This (Lil Uzi Vert) [ARIZONATEARS Pluggnb Remix],2/5/2023,USAT22301358,377174503.0,71.0,"100,095",837,53.1,
MIDDLE CHILD,J. Cole,MIDDLE CHILD,1/24/2019,QMJMT1902056,1285518117.0,74.0,"221,749",836,53.1,
TO THE MOON,JNR CHOI,TO THE MOON,11/5/2021,QZNWW2131527,274647899.0,60.0,"96,137",834,53.1,
Fancy Like,Walker Hayes,Country Stuff,6/4/2021,USQX92101534,328697441.0,66.0,"56,746",835,53.1,
The Color Violet,Tory Lanez,Alone At Prom,12/10/2021,QZTGW2100275,806918358.0,79.0,"152,298",833,53.1,
S91,KAROL G,S91,7/14/2023,USUG12305255,240161044.0,64.0,"22,27",840,53.0,
LALISA,LISA,LALISA,9/10/2021,KRA402100098,502655066.0,73.0,"33,286",839,53.0,
Levitating,Dua Lipa,Future Nostalgia,3/27/2020,GBAHT1901299,946842175.0,73.0,"145,601",841,52.9,
RUBICON,Peso Pluma,Gï¿½ï¿½N,6/22/2023,QM7282306229,246224964.0,73.0,"23,436",844,52.9,
Gimme Love,Sia,Gimme Love,9/13/2023,USAT22307798,105947434.0,6.0,"11,648",843,52.9,
Diz Aï¿½ï¿½ Qual ï¿½ï¿½ ,Mc IG,Diz Aï¿½ï¿½ Qual ï¿½ï¿½ ,3/7/2024,BRWMB2400220,71944011.0,67.0,"5,329",842,52.9,
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",1/19/2024,INS182400204,114992281.0,75.0,"3,618",848,52.8,
Arjan Vailly,Manan Bhardwaj,"Arjan Vailly (From ""ANIMAL"")",11/18/2023,INS182303269,123276250.0,,"8,33",849,52.8,
Demons,Imagine Dragons,Continued Silence - EP,1/1/2012,USUM71201071,2270796677.0,80.0,"263,64",847,52.8,
Supalonely,BENEE,STELLA & STEVE,11/15/2019,USUM71922597,738407486.0,62.0,"111,662",845,52.8,
Lean On (feat. Mï¿½ï¿½ & DJ Sn,Major Lazer,Full Circle: The Live Anthology,11/20/2011,QMUY41500008,2080878370.0,76.0,"242,511",846,52.8,
Spin Bout U,Drake,Her Loss,11/4/2022,USUG12208603,356685934.0,71.0,"88,034",856,52.6,
From The Start,Laufey,From The Start - Single,5/11/2023,QM6N22309399,368256958.0,73.0,"53,922",855,52.6,
ZOOM,Jessi,ZOOM,4/13/2022,KRA382204517,166161044.0,61.0,"22,288",850,52.6,
Can't Feel My Face,The Weeknd,Your Songs 2015,3/2/2015,USUG11500741,1747534539.0,76.0,"212,829",851,52.6,
Quï¿½ï¿½ Onda Per,Grupo Firme,Quï¿½ï¿½ Onda Per,3/30/2023,QZDQH2362804,213405904.0,70.0,"17,694",852,52.6,
Sexy And I Know It,LMFAO,Sorry For Party Rocking (Japan Version),1/1/2011,USUM71108090,436722440.0,62.0,"107,912",853,52.6,
WHATS POPPIN,Jack Harlow,WHATS POPPIN,1/21/2020,USAT22000162,819779577.0,70.0,"161,131",854,52.6,
POR EL CONTRARIO,Becky G,ESQUINAS,9/28/2023,USRC12302408,131938548.0,75.0,"5,913",857,52.5,
Danza Kuduro - Cover,DJ MIX NON-STOP CHANNEL,DON'T STOP WORKOUT -DJMIX-,12/21/2023,TCJPY2352543,1648192461.0,,15,859,52.4,
Rara Vez,Taiu,Rara Vez,2/8/2023,ARUM72300004,544165928.0,77.0,"58,646",860,52.4,
That That (prod. & feat. SUGA of BTS),PSY,PSY 9th,4/29/2022,QZEKE2084402,269491606.0,66.0,"26,075",858,52.4,
Espresso,Sabrina Carpenter,Espresso,4/11/2024,USUM72404979,536986458.0,,637,861,52.4,
Whoï¿½ï¿½ï¿½s Afraid of Little O,Taylor Swift,THE TORTURED POETS DEPARTMENT,4/18/2024,USUG12401037,166168092.0,78.0,"5,004",862,52.3,
THE LONELIEST,Mï¿½ï¿½ne,THE LONELIEST,10/7/2022,ITB002200745,330593989.0,67.0,"54,823",865,52.2,
Yeah Glo!,GloRilla,Yeah Glo! (Alternate Versions),2/8/2024,USUM72400409,89513100.0,75.0,"8,049",864,52.2,
Nunca Es Suficiente,Los ï¿½ï¿½ngeles Az,Nunca Es Suficiente,4/20/2018,MX1721600892,478494818.0,67.0,"53,736",863,52.2,
MANIKIN (feat. Wifisfuneral),XXXTENTACION,ItWasntEnough - EP,9/8/2023,USQX92304814,4306793.0,,"4,668",868,52.1,
Copines,Aya Nakamura,Copines,8/24/2018,FRZ041800793,381322519.0,67.0,"70,125",867,52.1,
Thank God,Kane Brown,Different Man,9/9/2022,USRN12200041,157341967.0,67.0,"20,612",866,52.1,
TQM,Fuerza Regida,TQM - Single,5/19/2023,QZ9QQ2300371,497682165.0,70.0,"40,368",869,51.8,
Lily,Alan Walker,Different World,12/14/2018,NOG841813040,403860053.0,66.0,"45,516",870,51.8,
Massive,Drake,"Honestly, Nevermind",6/17/2022,USUG12204890,253114498.0,65.0,"111,173",873,51.7,
a lot,21 Savage,i am > i was,12/21/2018,QZ45A1700126,949835159.0,73.0,"219,301",872,51.7,
Adicto (with Anuel AA & Ozuna),Tainy,Adicto (with Anuel AA & Ozuna),8/22/2019,USUM71912751,711861577.0,69.0,"84,611",871,51.7,
Tek Baï¿½ï¿½,Semicenk,Tek Baï¿½ï¿½ï¿½ï¿½ma ,5/3/2024,FRX452438249,21803486.0,72.0,"1,25",875,51.6,
BAND4BAND,Central Cee,BAND4BAND (Official Video),6/6/2024,USSM22401074,86144467.0,,1,874,51.6,
Look What You Made Me Do,Taylor Swift,Look What You Made Me Do,8/24/2017,USCJY1750000,1152346128.0,75.0,"93,178",876,51.6,
WOKE UP,XG,WOKE UP,5/21/2024,JPB602401462,16684393.0,74.0,"1,247",877,51.5,
Toki,Casper Magico,Toki,5/2/2024,QM4TX2443609,13741023.0,72.0,"2,062",878,51.5,
Young Dumb & Broke,Khalid,The RCA-List (Vol. 5),1/1/2017,USRC11700144,1527159800.0,76.0,"187,813",881,51.4,
El Beneficio De La Duda,Grupo Firme,El Beneficio De La Duda,5/28/2024,USA2P2433586,15557247.0,73.0,446,880,51.4,
ALV,Arcï¿½ï¿½,"Sentimiento, Elegancia y Mï¿½ï¿½s Ma",11/17/2023,QMFMF2330232,118490212.0,72.0,"10,053",882,51.4,
In A Minute,Lil Baby,In A Minute,4/7/2022,USUG12200033,171118535.0,57.0,"81,407",879,51.4,
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,After Hours (Deluxe),3/20/2020,USUG12101839,1549317525.0,73.0,"178,149",884,51.4,
No Se Vale,Camilo,un,2/7/2024,USSD12400019,19388370.0,,"1,341",883,51.4,
Jerusalema (feat. Nomcebo Zikode),Master KG,Jerusalem,11/29/2019,ZA82Y1900130,406132477.0,66.0,"110,858",885,51.3,
DENTRO DA HILUX,Luan Pereira,DENTRO DA HILUX - Single,8/24/2023,BCX5C2300025,178699480.0,24.0,"14,552",888,51.2,
Funk do Patinho,Bento e Totï¿,Funk do Patinho,1/22/2022,BX7CP2200001,16197748.0,55.0,"1,827",887,51.2,
El Amor de Mi Vida,Los ï¿½ï¿½ngeles Az,El Amor de Mi Vida,8/17/2023,MX1722301696,130709283.0,64.0,"12,585",886,51.2,
Blueberry Faygo,Lil Mosey,Certified Hitmaker,11/8/2019,USUM72001714,1295251940.0,67.0,"197,036",889,51.2,
Jiggle Jiggle,Duke & Jones,Jiggle Jiggle,5/13/2022,GBARL2201151,121214716.0,56.0,"37,436",891,51.2,
En la Intimidad,Big One,En la Intimidad,2/1/2023,ARP7V2200017,210712407.0,65.0,"24,033",890,51.2,
Counting Stars,OneRepublic,Native (Standard),1/1/2013,USUM71301306,2466006842.0,81.0,"343,135",892,51.1,
Essence (feat. Tems),Wizkid,Essence (feat. Tems),10/28/2020,USRC12003059,242254880.0,66.0,"85,783",893,51.0,
Get Into It (Yuh),Doja Cat,Planet Her,6/25/2021,USRC12101535,603196133.0,68.0,"97,704",895,51.0,
RAVE,Dxrk ï¿½ï¿½ï¿½,RAVE,3/18/2022,QM4TX2201027,415552038.0,71.0,"104,372",894,51.0,
